Source,Type,MemberOrganizations,Address1,Address2,City,State,ZIP,Phone,Website,Email,full_address,Latitude,Longitude
Stockton SJCHC Historical Societies & Museums,Museum,Naval Air Station Wildwood Museum,500 Forrestal Rd,Cape May Airport,Cape May,NJ,08204,609 886 8787,NA,NA,"500 Forrestal Rd, Cape May, NJ, 8204",NA,NA
League of Historical Societies of NJ,Historical Society,Van Harlingen Historical Society,506 Rt. 601,P.O. Box 23,Belle Mead,NJ,08502,908-359-5820,vanharlingen.org,NA,"506 Rt. 601, Belle Mead, NJ, 8502",NA,NA
Curated using Google,Gift shop,Unique & Whimsical,540 US-9 unit 2,NA,Tuckerton,NJ,08087,NA,NA,NA,"540 US-9 unit 2, Tuckerton, NJ, 08087",NA,NA
League of Historical Societies of NJ,Museum,Red Mill Museum Village,56 Main Street,NA,Clinton,NJ,08809,908-735-4101,theredmill.org,rockingham.net/association,"56 Main Street, Clinton, NJ, 8809",NA,NA
League of Historical Societies of NJ,Museum,Lebanon Township Museum,57 Musconetcong River Road,NA,Hampton,NJ,08826,NA,kean.edu/libertyhall/,museum@lebtwp.net,"57 Musconetcong River Road, Hampton, NJ, 8826",NA,NA
League of Historical Societies of NJ,Historical Society,Phillipsburg Historical Society,627 Charles Road,NA,Phillipsburg,NJ,08865,908-391-5945,phillipsburghistory.com,NA,"627 Charles Road, Phillipsburg, NJ, 8865",NA,NA
League of Historical Societies of NJ,Historical Society,Historical Society of Old Randolph,630 Millbrook Avenue,P.O. Box 1776,Ironia,NJ,07845,973-989-7095,randolphnj.org,NA,"630 Millbrook Avenue, Ironia, NJ, 7845",NA,NA
League of Historical Societies of NJ,Historical Society,Bay Head Historical Society,643 Bay Avenue,P.O. Box 127,Point Pleasant,NJ,08742,732-714-7552,bayheadhistoricalsociety.com,NA,"643 Bay Avenue, Point Pleasant, NJ, 8742",NA,NA
League of Historical Societies of NJ,Cultural Site,Princeton Preservation Group,700 Trumbull Avenue,NA,Lawrenceville,NJ,08648,609-392-4484,www.princetonpreservation.org,NA,"700 Trumbull Avenue, Lawrenceville, NJ, 8648",NA,NA
League of Historical Societies of NJ,Museum,Township of Ocean Historical Museum,703 Deal Road,P.O. Box 516,Oakhurst,NJ,07755,732-531-2136,oceanmuseum.org,NA,"703 Deal Road, Oakhurst, NJ, 7755",NA,NA
League of Historical Societies of NJ,Cultural Site,Warren County Cultural & Heritage Affairs,8 Belvedere Avenue,NA,Oxford,NJ,07863,908-453-4381,warrenparks.com/wcchc/,grosseland@co.warren.nj.us,"8 Belvedere Avenue, Oxford, NJ, 7863",NA,NA
League of Historical Societies of NJ,"Presevation, Organization",Friends of Smithville Mansion,803 Smithville Rd,P.O. Box 6000,Mount Holly,NJ,08060,609-261-3295,smithvillemansion.org,NA,"803 Smithville Rd, Mount Holly, NJ, 8060",NA,NA
League of Historical Societies of NJ,Historical Society,Sussex County Historical Society,82 Main Street,P.O. Box 913,Newton,NJ,07860,973-383-6010,sussexcountyhistory.org,NA,"82 Main Street, Newton, NJ, 7860",NA,NA
League of Historical Societies of NJ,Museum,Museum of Early Trades and Crafts,9 Main Street,NA,Madison,NJ,07940,973-377-2982,metc.org,NA,"9 Main Street, Madison, NJ, 7940",NA,NA
League of Historical Societies of NJ,Historical Society,Jewish Historical Society of New Jersey,901 Route 10 East,NA,Whippany,NJ,07981,973-929-2995,jhs-nj.org,NA,"901 Route 10 East, Whippany, NJ, 7981",NA,NA
Curated using Google,Historical Society,Mount Holly Historical Society,91 Park Avenue,NA,Mount Holly,NJ,08060,NA,NA,NA,"91 Park Avenue, Mount Holly, NJ, 08060",NA,NA
League of Historical Societies of NJ,Cultural Site,Mount Amwell Project,97 Bissell Road,NA,Lebanon,NJ,08833,908-236-0276,mtamwell.org,NA,"97 Bissell Road, Lebanon, NJ, 8833",NA,NA
League of Historical Societies of NJ,Historical Society,Madison Historical Society,NA,P.O. Box 148,Madison,NJ,07940,973-377-0722 x8,madisonhistoricalsociety.org,NA,"NA, Madison, NJ, 7940",NA,NA
League of Historical Societies of NJ,Historical Society,Chester Historical Society,NA,P.O. Box 376,Chester,NJ,07930,908-879-2761,historicchesternj.com,chester.historical.society@gmail.com,"NA, Chester, NJ, 7930",NA,NA
League of Historical Societies of NJ,Cultural Site,Judgson Lecture Series,NA,P.O. Box 513,Convent Station,NJ,09961,973-818-1069,NA,jimphdesgrp@yahoo.com,"NA, Convent Station, NJ, 9961",NA,NA
League of Historical Societies of NJ,Historical Society,Jersey Central Railway Historical Society,NA,P.O. Box 700,Clark,NJ,07066,908-233-3603,jcrhs.org,NA,"NA, Clark, NJ, 7066",NA,NA
Curated using Google,Historical Society,Westampton Historical Society,P.O. Box 132,NA,Rancocas,NJ,08073,NA,NA,NA,"P.O. Box 132, Rancocas, NJ, 08073",NA,NA
Curated using Google,Historical Society,Southampton Historical Society,P.O. Box 2086,NA,Southampton,NJ,08088,NA,NA,NA,"P.O. Box 2086, Southampton, NJ, 08088",NA,NA
League of Historical Societies of NJ,"Presevation, Organization",Lafayette Center Preservation Foundation,Route 15,P.O. Box 702,Lafayette,NJ,07848,973-383-5801,lafayettepreservation.org,NA,"Route 15, Lafayette, NJ, 7848",NA,NA
Stockton SJCHC Sites of Interest,Online Resources,Bass River Township History Blog,NA,NA,NA,NJ,NA,NA,http://bassriverhistory.blogspot.com/,http://www.bassriverhistory.org/index.html,"NA, NJ",,
Stockton SJCHC Historical Societies & Museums,Cultural Site,Beachwood Historical Alliance,NA,NA,NA,NJ,NA,NA,http://beachwoodhistoricalalliance.wordpress.com/,NA,"NA, NJ",,
Stockton SJCHC Sites of Interest,Online Resources,Revolutionary War Patriot Graves in Southern New Jersey,NA,NA,NA,NJ,NA,NA,http://jytangledweb.org/patriotgraves/,NA,"NA, NJ",,
Stockton SJCHC Sites of Interest,Online Resources,Historical Maps of New Jersey,NA,NA,NA,NJ,NA,NA,http://mapmaker.rutgers.edu/MAPS.html,NA,"NA, NJ",,
Stockton SJCHC Sites of Interest,Online Resources,Ocean County Compendium of History,NA,NA,NA,NJ,NA,NA,http://ochistory.org/,NA,"NA, NJ",,
Stockton SJCHC Historical Societies & Museums,Historical Society,Historical Society of Riverton,NA,NA,NA,NJ,NA,NA,http://rivertonhistory.com/,NA,"NA, NJ",,
Stockton SJCHC Sites of Interest,Online Resources,West Jersey and South Jersey Heritage,NA,NA,NA,NJ,NA,NA,http://westjersey.org/,NA,"NA, NJ",,
Stockton SJCHC Historical Societies & Museums,Historical Society,Township of Weymouth Historical Society,NA,NA,NA,NJ,NA,NA,http://weymouthhistory.org/historic_society.htm,NA,"NA, NJ",,
Stockton SJCHC Sites of Interest,Online Resources,History of Atlantic County,NA,NA,NA,NJ,NA,NA,http://www.aclink.org/HISTORY/homepage.asp,NA,"NA, NJ",,
Stockton SJCHC Historical Cultural Sites,Online Resources,Historic Sites in Atlantic County,NA,NA,NA,NJ,NA,NA,http://www.aclink.org/PARKS/mainpages/historic.asp,NA,"NA, NJ",,
Stockton SJCHC Digital Museum,Digital Museum,Avalon History Center,NA,NA,NA,NJ,NA,NA,http://www.avalonhistorycenter.org/,NA,"NA, NJ",,
Stockton SJCHC Historical Societies & Museums,Historical Society,Wildwood Crest Historial Society,NA,NA,NA,NJ,NA,NA,http://www.cresthistory.org/,kirkhastings5@aol.com,"NA, NJ",,
Stockton SJCHC Historical Societies & Museums,Cultural Site,Delanco Township,NA,NA,NA,NJ,NA,NA,http://www.delancotownship.com/,NA,"NA, NJ",,
Stockton SJCHC Historical Cultural Sites,Cultural Site,Hancock House,NA,NA,NA,NJ,NA,NA,http://www.fohh.20fr.com/index.html,NA,"NA, NJ",,
Stockton SJCHC Sites of Interest,Online Resources,New Jersey Place Names,NA,NA,NA,NJ,NA,NA,http://www.genealogy-quest.com/collections/njplace.html,NA,"NA, NJ",,
Stockton SJCHC Sites of Interest,Online Resources,History of Lakewood (Georgian Court University),NA,NA,NA,NJ,NA,NA,http://www.georgian.edu/lakewood_nj/index.htm,NA,"NA, NJ",,
Stockton SJCHC Sites of Interest,Online Resources,New Jersey Cemetery Records,NA,NA,NA,NJ,NA,NA,http://www.interment.net/us/nj/index.htm,NA,"NA, NJ",,
Stockton SJCHC Historical Cultural Sites,"Online Resources, Lighthouse, Association",New Jersey Lighthouses,NA,NA,NA,NJ,NA,NA,http://www.lighthousefriends.com/pull-state.asp?state=NJ&Submit=Go,NA,"NA, NJ",,
Stockton SJCHC Historical Cultural Sites,Online Resources,New Jersey National Register of Historic Places,NA,NA,NA,NJ,NA,NA,http://www.nationalregisterofhistoricplaces.com/nj/state.html,NA,"NA, NJ",,
Stockton SJCHC Sites of Interest,Online Resources,History of Newfield,NA,NA,NA,NJ,NA,NA,http://www.newfieldboro.org/8.html,NA,"NA, NJ",,
Stockton SJCHC Sites of Interest,Online Resources,New Jersey Churchscape,NA,NA,NA,NJ,NA,NA,http://www.njchurchscape.com/,NA,"NA, NJ",,
Stockton SJCHC Sites of Interest,Online Resources,New Jersey History Mysteries,NA,NA,NA,NJ,NA,NA,http://www.njhm.com/,NA,"NA, NJ",,
Stockton SJCHC Sites of Interest,Online Resources,NJ Pine Barrens,NA,NA,NA,NJ,NA,NA,http://www.njpinebarrens.com/,NA,"NA, NJ",,
Stockton SJCHC Sites of Interest,Online Resources,Pine Barrens Byway,NA,NA,NA,NJ,NA,NA,http://www.pinebarrensbyway.org/,NA,"NA, NJ",,
Stockton SJCHC Sites of Interest,Online Resources,Piney Power,NA,NA,NA,NJ,NA,NA,http://www.pineypower.com/,NA,"NA, NJ",,
Stockton SJCHC Historical Cultural Sites,Online Resources,New Jersey Revolutionary War Sites,NA,NA,NA,NJ,NA,NA,http://www.revolutionarywarnewjersey.com/new_jersey_revolutionary_war_sites/index.htm,NA,"NA, NJ",,
Stockton SJCHC Historical Societies & Museums,Historical Society,Historical Society of Winslow Township,NA,NA,NA,NJ,NA,NA,http://www.rootsweb.ancestry.com/~njhswt/,NA,"NA, NJ",,
Stockton SJCHC Historical Societies & Museums,"Cultural Site, Organization",South Jersey Cultural Alliance,NA,NA,NA,NJ,NA,NA,http://www.sjca.net/,NA,"NA, NJ",,
Stockton SJCHC Historical Cultural Sites,Online Resources,New Jersey State Historic Sites,NA,NA,NA,NJ,NA,NA,http://www.state.nj.us/dep/parksandforests/historic/index.html,NA,"NA, NJ",,
Stockton SJCHC Historical Societies & Museums,Online Resources,Harrisville Village Video Podcast,NA,NA,NA,NJ,NA,NA,http://www.state.nj.us/dep/parksandforests/parks/docs/pinelandsalliance_308.zip,NA,"NA, NJ",,
Stockton SJCHC Historical Societies & Museums,Historical Society,Historical Preservation Society of Upper Township,NA,NA,NA,NJ,NA,NA,http://www.uppertwphistory.org/index.htm,NA,"NA, NJ",,
Stockton SJCHC Historical Societies & Museums,Cultural Site,Creative Glass Center of America,NA,NA,NA,NJ,NA,NA,http://www.wheatonarts.org/creativeglasscenteramerica,NA,"NA, NJ",,
Stockton SJCHC Sites of Interest,Online Resources,History of Westville NJ,NA,NA,NA,NJ,NA,NA,http://www2.westville-nj.com/borough-history/,NA,"NA, NJ",,
Stockton SJCHC Historical Societies & Museums,Historical Society,Woodland Township Historical Society,NA,NA,NA,NJ,NA,NA,https://museumsdatabase.com/museums/view/19671,NA,"NA, NJ",,
Stockton Historical Societies & Museums,Digital Museum,Alliance Heritage Center Digital Museum,NA,NA,NA,NJ,NA,NA,https://www.allianceheritagecenter.com/,NA,"NA, NJ",,
Stockton SJCHC Sites of Interest,Online Resources,Elk Township History,NA,NA,NA,NJ,NA,NA,https://www.warrenhistory.org/elk%20twp%20hist%20soc.html,elktwphistorical@verizon.net,"NA, NJ",,
Stockton SJCHC Historical Cultural Sites,"Cultural Site, Organization",Smithville Conservancy,NA,NA,NA,NJ,NA,NA,NA,NA,"NA, NJ",,
Stockton SJCHC Sites of Interest,Online Resources,Beach Haven NJ Then and Now,NA,NA,NA,NJ,NA,NA,NA,NA,"NA, NJ",,
Stockton SJCHC Sites of Interest,Online Resources,Discover Salem County,NA,NA,NA,NJ,NA,NA,NA,NA,"NA, NJ",,
Stockton SJCHC Sites of Interest,Online Resources,Five Mile Beach Journal,NA,NA,NA,NJ,NA,NA,NA,NA,"NA, NJ",,
League of Historical Societies of NJ,Historical Society,Historical Society of Scotch Plains/Fanwood,NA,P.O Box 261,NA,NJ,NA,908-322-6700,historicalsocietyspfnj.org,NA,"NA, NJ",,
League of Historical Societies of NJ,Historical Society,Hawthorne Historical Society,NA,P.O. Box 90,NA,NJ,NA,201-694-8664,NA,hawthornehistoricalsociety@gmail.com,"NA, NJ",,
